idx_simulacao;dados;mec_ausencia;pct_ausencia;cluster_algorithm;dim_x_som;dim_y_som;sigma_som;lr_som;max_iter_som;n_clusters_kmd;n_clusters_aggcl;affinity_aggcl;metric_dbscan;min_samples_dbscan;eps_dbscan;order_cluster;order_column;n_clusters_knn
5110225;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;noSort;noSort;3
5110226;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;random;lessCorrelation;3
5110227;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;random;lessMissing;3
5110228;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;random;moreCorrelation;3
5110229;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;random;moreMissing;3
5110230;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;random;noSort;3
5110231;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;tupleLessMissing;lessCorrelation;3
5110232;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;tupleLessMissing;lessMissing;3
5110233;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;tupleLessMissing;moreCorrelation;3
5110234;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;tupleLessMissing;moreMissing;3
5110235;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;tupleLessMissing;noSort;3
5110236;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;tupleMoreMissing;lessCorrelation;3
5110237;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;tupleMoreMissing;lessMissing;3
5110238;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;tupleMoreMissing;moreCorrelation;3
5110239;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;tupleMoreMissing;moreMissing;3
5110240;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;tupleMoreMissing;noSort;3
